category,question,question_image,question_hint,type,published,wrong_answer_text,right_answer_text,explanation,user_explanation,not_influence_to_score,weight,answers,options,question_title,tags,id
Elementos de amarre y fondeo,&lt;p&gt;¿Cómo se llama la maniobra de dejar caer el ancla hasta el fondo del mar?.&lt;/p&gt;,,,radio,1,,,,off,off,1,Fondear::1::0::::::A::24317::::;;Levar::0::0::::::A::24318::::;;Garrear::0::0::::::A::24319::::;;Bornear::0::0::::::A::24320::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6080
Elementos de amarre y fondeo,&lt;p&gt;¿Qué ocurre cuando se produce el garreo?.&lt;/p&gt;,,,radio,1,,,,off,off,1,Que el ancla queda firme en el fondo.::0::0::::::A::24321::::;;Que el ancla se enreda en la cadena.::0::0::::::A::24322::::;;Que el ancla se suelta y se pierde en el fondo.::0::0::::::A::24323::::;;Que el ancla es arrastrada por el fondo.::1::0::::::A::24324::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6081
Seguridad,&lt;p&gt;¿Qué debemos hacer si recibimos información de que se aproxima un fuerte chubasco con viento a la zona por la que estamos navegando?.&lt;/p&gt;,,,radio,1,,,,off,off,1,Asegurar la estanqueidad del barco.::0::0::::::A::24325::::;;Estibar todos los elementos de a bordo y trincar todo aquello susceptible de moverse por efecto de la mar.::0::0::::::A::24326::::;;Dar la amura al viento.::0::0::::::A::24327::::;;Todas las respuestas anteriores son correctas.::1::0::::::A::24328::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6082
Seguridad,"&lt;p&gt;Si navegando dos tripulantes, uno de ellos cae al agua, lo primero que se debe hacer es:&lt;/p&gt;",,,radio,1,,,,off,off,1,Meter el timón a la misma banda de caída.::1::0::::::A::24329::::;;Meter el timón a la banda contraria a la caída.::0::0::::::A::24330::::;;Gritar hombre al agua.::0::0::::::A::24331::::;;Realizar una llamada de socorro.::0::0::::::A::24332::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6083
Seguridad,"&lt;p&gt;Las aguas poco profundas en las que la embarcación corre el riesgo de una varada involuntaria, se denominan aguas…&lt;/p&gt;",,,radio,1,,,,off,off,1,Bravas.::0::0::::::A::24333::::;;Superficiales.::0::0::::::A::24334::::;;Someras.::1::0::::::A::24335::::;;Vivas.::0::0::::::A::24336::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6084
Seguridad,&lt;p&gt;La maniobra de Boutakow se utiliza para:&lt;/p&gt;,,,radio,1,,,,off,off,1,Capear un temporal de proa.::0::0::::::A::24337::::;;Recoger a una persona del agua.::1::0::::::A::24338::::;;Hacer remolque a otra embarcación.::0::0::::::A::24339::::;;Navegar en aguas con baja visibilidad.::0::0::::::A::24340::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6085
Legislación,"&lt;p&gt;Convenio SOLAS: “El capitán de todo buque que estando en condiciones de prestar ayuda reciba una información de la fuente que sea, al efecto de que hay personas siniestradas en la mar, estará obligado a acudir a toda máquina en su auxilio, informando a éstas de ello o al servicio de búsqueda y salvamento”.&lt;/p&gt;",,,radio,1,,,,off,off,1,Verdadero.::1::0::::::A::24341::::;;Falso.::0::0::::::A::24342::::;;Depende de la nacionalidad y situación jurídica de las personas siniestradas.::0::0::::::A::24343::::;;Las respuestas a) y c) son correctas.::0::0::::::A::24344::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6086
Legislación,&lt;p&gt;Límites a la navegación en playas balizadas. La navegación está prohibida en:&lt;/p&gt;,,,radio,1,,,,off,off,1,"Las zonas situadas en el interior de una banda litoral, paralela a la costa, de 200 metros de ancho.::1::0::::::A::24345::::;;Las zonas situadas en el interior de una banda litoral, paralela a la costa, de 150 metros de ancho.::0::0::::::A::24346::::;;Las zonas situadas en el interior de una banda litoral, paralela a la costa, de 100 metros de ancho.::0::0::::::A::24347::::;;Las zonas situadas en el interior de una banda litoral, paralela a la costa, de 50 metros de ancho::0::0::::::A::24348::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6087
Balizamiento,&lt;p&gt;El tope de una marca lateral de estribor en la Región “A” es:&lt;/p&gt;,,,radio,1,,,,off,off,1,Un cilindro rojo.::0::0::::::A::24349::::;;Un cilindro verde.::0::0::::::A::24350::::;;Un cono rojo.::0::0::::::A::24351::::;;Un cono verde.::1::0::::::A::24352::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6088
Balizamiento,&lt;p&gt;Una marca que muestre colores amarillos y negros es:&lt;/p&gt;,,,radio,1,,,,off,off,1,Cardinal.::1::0::::::A::24353::::;;Aguas navegables.::0::0::::::A::24354::::;;Peligro aislado.::0::0::::::A::24355::::;;Especial.::0::0::::::A::24356::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6089
Balizamiento,&lt;p&gt;¿Cuál es la marca de tope de un espeque que indica peligro aislado?:&lt;/p&gt;,,,radio,1,,,,off,off,1,Una esfera roja.::0::0::::::A::24357::::;;Dos conos superpuestos con los vértices hacia arriba.::0::0::::::A::24358::::;;Dos esferas negras superpuestas.::1::0::::::A::24359::::;;Dos conos opuestos por sus vértices.::0::0::::::A::24360::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6090
